"","Dept","obl_type","obl"
"3024","Dept_N","Cost Distro",-4619.99
"3025","Dept_L","Cost Distro",229000
"3026","Dept_L","Cost Distro",-229000
"3027","Dept_L","Cost Distro",-229000
"3028","Dept_S","Cost Distro",-72000
"3029","Dept_H","Cost Distro",-6587.94
"3030","Dept_H","Cost Distro",-37591.93
"3031","Dept_G","Cost Distro",-17436.46
"3032","Dept_G","Cost Distro",-3349.51
"3033","Dept_G","Cost Distro",-1148.94
"3034","Dept_C","Cost Distro",-411471
"3035","Dept_M","Cost Distro",-1e+05
"3036","Dept_D","Cost Distro",-262404.42
"3037","Dept_A","Cost Distro",-24359.74
"3038","Dept_A","Cost Distro",-79815
"3039","Dept_R","Cost Distro",-180000
"3040","Dept_B","Cost Distro",-5000
"3041","Dept_E","Cost Distro",-13055.95
"3042","Dept_E","Cost Distro",-13643.99
"3043","Dept_E","Cost Distro",-104450.28
"3044","Dept_P","Cost Distro",-53829.63
"3045","Dept_P","Cost Distro",-17778.37
"3046","Dept_K","Cost Distro",-539.57
"3047","Dept_K","Cost Distro",-4529.58
"3048","Dept_E","Cost Distro",-398363.31
"3049","Dept_T","Cost Distro",-27957.21
"3050","Dept_T","Cost Distro",-39670.5
"3051","Dept_T","Cost Distro",-57764.5
"3052","Dept_Z","Cost Distro",-181826.36
"3053","Dept_Z","Cost Distro",-505619.6
"3054","Dept_Z","Cost Distro",-261644.79
"3055","Dept_D","Cost Distro",-26832.5
"3056","Dept_Z","Cost Distro",-805523.5
"3057","Dept_A","Cost Distro",-1534.95
"3058","Dept_S","Cost Distro",-396000
"3059","Dept_B","Cost Distro",-212286.9
"3060","Dept_T","Cost Distro",-43050.81
"3061","Dept_T","Cost Distro",-13460.5
"3062","Dept_T","Cost Distro",-16101.39
"3063","Dept_E","Cost Distro",-5700
"3064","Dept_E","Cost Distro",-160238.13
"3065","Dept_Z","Cost Distro",-1256385
"3066","Dept_D","Cost Distro",-426978.06
"3067","Dept_T","Cost Distro",-265504.16
"3068","Dept_T","Cost Distro",265504.16
"3069","Dept_T","Cost Distro",-206231.94
"3070","Dept_L","Cost Distro",-5254.92
"3071","Dept_D","Cost Distro",-590000
"3072","Dept_D","Cost Distro",590000
"3073","Dept_D","Cost Distro",-76920.15
"3074","Dept_D","Cost Distro",76920.15
"3075","Dept_E","Cost Distro",-25619.67
"3076","Dept_D","Cost Distro",59388.23
"3077","Dept_D","Cost Distro",-59388.23
"3078","Dept_D","Cost Distro",-4e+05
"3079","Dept_D","Cost Distro",4e+05
"3080","Dept_D","Cost Distro",-422806.9
"3081","Dept_D","Cost Distro",422806.9
"3082","Dept_C","Cost Distro",-2470
"3083","Dept_D","Cost Distro",625569
"3084","Dept_D","Cost Distro",-625569
"3085","Dept_D","Cost Distro",219564.38
"3086","Dept_D","Cost Distro",-219564.38
"3087","Dept_D","Cost Distro",-60013.25
"3088","Dept_D","Cost Distro",60013.25
"3089","Dept_D","Cost Distro",-255000
"3090","Dept_D","Cost Distro",255000
"3091","Dept_D","Cost Distro",-168441.9
"3092","Dept_D","Cost Distro",168441.9
"3093","Dept_D","Cost Distro",255.6
"3094","Dept_D","Cost Distro",-255.6
"3095","Dept_D","Cost Distro",17244.96
"3096","Dept_D","Cost Distro",-17244.96
"3097","Dept_D","Cost Distro",-545233.84
"3098","Dept_D","Cost Distro",545233.84
"3099","Dept_D","Cost Distro",-69930.12
"3100","Dept_D","Cost Distro",69930.12
"3101","Dept_D","Cost Distro",-16816.53
"3102","Dept_D","Cost Distro",16816.53
"3103","Dept_D","Cost Distro",-22980
"3104","Dept_D","Cost Distro",22980
"3105","Dept_D","Cost Distro",-169432.96
"3106","Dept_D","Cost Distro",169432.96
"3107","Dept_D","Cost Distro",-69930.12
"3108","Dept_D","Cost Distro",-25490.39
"3109","Dept_D","Cost Distro",69930.12
"3110","Dept_D","Cost Distro",69930.12
"3111","Dept_D","Cost Distro",-69930.12
"3112","Dept_D","Cost Distro",25490.39
"3113","Dept_G","Cost Distro",-41159.73
"3114","Dept_G","Cost Distro",-1436.5
"3115","Dept_G","Cost Distro",-3066
"3116","Dept_G","Cost Distro",-2704
"3117","Dept_G","Cost Distro",-29684.27
"3118","Dept_G","Cost Distro",-827.73
"3119","Dept_G","Cost Distro",-2051
"3120","Dept_G","Cost Distro",-23123
"3121","Dept_A","Cost Distro",-501.26
"3122","Dept_A","Cost Distro",501.26
"3123","Dept_A","Cost Distro",-928.48
"3124","Dept_A","Cost Distro",928.48
"3125","Dept_A","Cost Distro",-1138.34
"3126","Dept_A","Cost Distro",1138.34
"3127","Dept_T","Cost Distro",-19750.52
"3128","Dept_T","Cost Distro",-8209.9
"3129","Dept_D","Cost Distro",-955560.32
"3130","Dept_D","Cost Distro",955560.32
"3131","Dept_D","Cost Distro",-1856000
"3132","Dept_D","Cost Distro",1856000
"3133","Dept_D","Cost Distro",-836943
"3134","Dept_D","Cost Distro",836943
"3135","Dept_P","Cost Distro",-3834
"3136","Dept_G","Cost Distro",-2656.5
"3137","Dept_K","Cost Distro",-31582
"3138","Dept_K","Cost Distro",-1838
"3139","Dept_D","Cost Distro",-1006494.6
"3140","Dept_D","Cost Distro",1006494.6
"3141","Dept_G","Cost Distro",-15180
"3142","Dept_A","Cost Distro",-2688.69
"3143","Dept_A","Cost Distro",2688.69
"3144","Dept_A","Cost Distro",105
"3145","Dept_A","Cost Distro",-105
"3146","Dept_D","Cost Distro",161407.26
"3147","Dept_D","Cost Distro",-161407.26
"3148","Dept_D","Cost Distro",-1981.91
"3149","Dept_Z","Cost Distro",-181826.36
"3150","Dept_Z","Cost Distro",-385442.13
"3151","Dept_Z","Cost Distro",-85604.9
"3152","Dept_Z","Cost Distro",-129421.92
"3153","Dept_N","Cost Distro",-3000
"3154","Dept_H","Cost Distro",325
"3155","Dept_H","Cost Distro",-13921.48
"3156","Dept_G","Cost Distro",-1854
"3157","Dept_C","Cost Distro",-11529
"3158","Dept_AA","Cost Distro",113921.48
"3159","Dept_Q","Cost Distro",-4762
"3160","Dept_B","Cost Distro",-29713.1
"3161","Dept_B","Cost Distro",-12526.75
"3162","Dept_E","Cost Distro",-1e+05
"3163","Dept_K","Cost Distro",-1000
"3164","Dept_C","GPC",0
"3165","Dept_C","GPC",0
"3166","Dept_H","GPC",0
"3167","Dept_S","GPC",0
"3168","Dept_H","GPC",0
"3169","Dept_H","GPC",0
"3170","Dept_H","GPC",0
"3171","Dept_H","GPC",0
"3172","Dept_H","GPC",0
"3173","Dept_H","GPC",0
"3174","Dept_H","GPC",0
"3175","Dept_H","GPC",0
"3176","Dept_A","GPC",-456.7
"3177","Dept_A","GPC",456.7
"3178","Dept_M","GPC",0
"3179","Dept_M","GPC",0
"3180","Dept_E","GPC",0
"3181","Dept_E","GPC",0
"3182","Dept_E","GPC",0
"3183","Dept_E","GPC",0
"3184","Dept_E","GPC",0
"3185","Dept_E","GPC",0
"3186","Dept_E","GPC",0
"3187","Dept_E","GPC",0
"3188","Dept_C","GPC",0
"3189","Dept_C","GPC",0
"3190","Dept_C","GPC",0
"3191","Dept_C","GPC",0
"3192","Dept_C","GPC",0
"3193","Dept_C","GPC",0
"3194","Dept_M","GPC",0
"3195","Dept_R","GPC",0
"3196","Dept_R","GPC",0
"3197","Dept_F","GPC",0
"3198","Dept_F","GPC",0
"3199","Dept_F","GPC",0
"3200","Dept_F","GPC",0
"3201","Dept_T","GPC",0
"3202","Dept_T","GPC",0
"3203","Dept_T","GPC",0
"3204","Dept_T","GPC",0
"3205","Dept_T","GPC",0
"3206","Dept_J","GPC",0
"3207","Dept_D","GPC",0
"3208","Dept_D","GPC",0
"3209","Dept_D","GPC",-396
"3210","Dept_D","GPC",396
"3211","Dept_D","GPC",0
"3212","Dept_M","GPC",0
"3213","Dept_M","GPC",0
"3214","Dept_M","GPC",0
"3215","Dept_M","GPC",0
"3216","Dept_L","GPC",0
"3217","Dept_L","GPC",0
"3218","Dept_E","GPC",0
"3219","Dept_C","GPC",0
"3220","Dept_K","GPC",0
"3221","Dept_A","GPC",0
"3222","Dept_A","GPC",0
"3223","Dept_J","GPC",0
"3224","Dept_J","GPC",0
"3225","Dept_M","GPC",0
"3226","Dept_M","GPC",0
"3227","Dept_B","GPC",0
"3228","Dept_M","GPC",0
"3229","Dept_A","GPC",0
"3230","Dept_A","GPC",0
"3231","Dept_A","GPC",0
"3232","Dept_A","GPC",0
"3233","Dept_A","GPC",-411.99
"3234","Dept_A","GPC",411.99
"3235","Dept_A","GPC",0
"3236","Dept_A","GPC",0
"3237","Dept_A","GPC",-149.3
"3238","Dept_A","GPC",149.3
"3239","Dept_A","GPC",-296.94
"3240","Dept_A","GPC",296.94
"3241","Dept_A","GPC",0
"3242","Dept_A","GPC",0
"3243","Dept_A","GPC",0
"3244","Dept_A","GPC",-642
"3245","Dept_A","GPC",642
"3246","Dept_A","GPC",6.77
"3247","Dept_A","GPC",-6.77
"3248","Dept_A","GPC",-458.6
"3249","Dept_A","GPC",458.6
"3250","Dept_A","GPC",-313.45
"3251","Dept_A","GPC",313.45
"3252","Dept_A","GPC",-136.57
"3253","Dept_A","GPC",-132.67
"3254","Dept_A","GPC",-43.08
"3255","Dept_A","GPC",43.08
"3256","Dept_A","GPC",132.67
"3257","Dept_A","GPC",136.57
"3258","Dept_A","GPC",0
"3259","Dept_A","GPC",0
"3260","Dept_A","GPC",0
"3261","Dept_A","GPC",-838.5
"3262","Dept_A","GPC",838.5
"3263","Dept_A","GPC",-713.9
"3264","Dept_A","GPC",713.9
"3265","Dept_A","GPC",0
"3266","Dept_A","GPC",-1488
"3267","Dept_A","GPC",1488
"3268","Dept_A","GPC",0
"3269","Dept_A","GPC",-492
"3270","Dept_A","GPC",492
"3271","Dept_A","GPC",0
"3272","Dept_A","GPC",0
"3273","Dept_A","GPC",-185
"3274","Dept_A","GPC",185
"3275","Dept_A","GPC",-2765.76
"3276","Dept_A","GPC",2765.76
"3277","Dept_A","GPC",-87.9
"3278","Dept_A","GPC",87.9
"3279","Dept_M","GPC",0
"3280","Dept_M","GPC",0
"3281","Dept_L","GPC",0
"3282","Dept_H","GPC",0
"3283","Dept_E","GPC",0
"3284","Dept_D","GPC",0
"3285","Dept_F","GPC",0
"3286","Dept_F","GPC",0
"3287","Dept_D","GPC",-3299.14
"3288","Dept_D","GPC",3299.14
"3289","Dept_D","GPC",0
"3290","Dept_D","GPC",0
"3291","Dept_D","GPC",0
"3292","Dept_D","GPC",-5990
"3293","Dept_D","GPC",5990
"3294","Dept_L","GPC",0
"3295","Dept_L","GPC",0
"3296","Dept_A","GPC",0
"3297","Dept_A","GPC",-101.69
"3298","Dept_A","GPC",101.69
"3299","Dept_D","GPC",-2575
"3300","Dept_D","GPC",2575
"3301","Dept_A","GPC",450.5
"3302","Dept_A","GPC",-450.5
"3303","Dept_G","GPC",0
"3304","Dept_G","GPC",0
"3305","Dept_E","GPC",0
"3306","Dept_F","GPC",0
"3307","Dept_V","GPC",0
"3308","Dept_D","GPC",0
"3309","Dept_D","GPC",0
"3310","Dept_D","GPC",797.65
"3311","Dept_D","GPC",-797.65
"3312","Dept_D","GPC",3616
"3313","Dept_D","GPC",-3616
"3314","Dept_D","GPC",138.65
"3315","Dept_D","GPC",-138.65
"3316","Dept_P","GPC",0
"3317","Dept_P","GPC",0
"3318","Dept_L","GPC",0
"3319","Dept_K","GPC",0
"3320","Dept_K","GPC",0
"3321","Dept_A","GPC",-4099.59
"3322","Dept_A","GPC",4099.59
"3323","Dept_A","GPC",-797.88
"3324","Dept_A","GPC",797.88
"3325","Dept_A","GSA",0
"3326","Dept_A","GSA",0
"3327","Dept_A","GSA",0
"3328","Dept_A","GSA",0
"3329","Dept_A","GSA",0
"3330","Dept_A","GSA",0
"3331","Dept_A","GSA",0
"3332","Dept_A","GSA",0
"3333","Dept_A","GSA",0
"3334","Dept_A","GSA",0
"3335","Dept_A","GSA",0
"3336","Dept_A","GSA",0
"3337","Dept_A","GSA",0
"3338","Dept_A","GSA",0
"3339","Dept_A","GSA",0
"3340","Dept_A","GSA",0
"3341","Dept_A","GSA",0
"3342","Dept_A","GSA",0
"3343","Dept_A","GSA",0
"3344","Dept_A","GSA",0
"3345","Dept_B","Pending",0
"3346","Dept_E","Pending",0
"3347","Dept_S","Pending",0
"3348","Dept_S","Pending",0
"3349","Dept_S","Pending",0
"3350","Dept_S","Pending",0
"3351","Dept_S","Pending",0
"3352","Dept_S","Pending",0
"3353","Dept_S","Pending",0
"3354","Dept_S","Pending",0
"3355","Dept_J","Pending",0
"3356","Dept_J","Pending",0
"3357","Dept_J","Pending",0
"3358","Dept_O","Pending",0
"3359","Dept_E","Pending",0
"3360","Dept_H","Pending",0
"3361","Dept_G","Pending",0
"3362","Dept_G","Pending",0
"3363","Dept_G","Pending",0
"3364","Dept_G","Pending",0
"3365","Dept_G","Pending",0
"3366","Dept_N","Pending",0
"3367","Dept_N","Pending",0
"3368","Dept_N","Pending",0
"3369","Dept_U","Pending",0
"3370","Dept_O","Pending",0
"3371","Dept_E","Pending",0
"3372","Dept_E","Pending",0
"3373","Dept_E","Pending",0
"3374","Dept_A","Pending",0
"3375","Dept_D","Pending",0
"3376","Dept_U","Pending",0
"3377","Dept_A","Pending",0
"3378","Dept_L","Pending",0
"3379","Dept_D","Pending",0
"3380","Dept_D","Pending",0
"3381","Dept_D","Pending",0
"3382","Dept_B","Pending",0
"3383","Dept_D","Pending",0
"3384","Dept_D","Pending",0
"3385","Dept_D","Pending",0
"3386","Dept_D","Pending",0
"3387","Dept_D","Pending",0
"3388","Dept_L","Pending",0
"3389","Dept_D","Pending",0
"3390","Dept_L","Pending",0
"3391","Dept_B","Pending",0
"3392","Dept_D","Pending",0
"3393","Dept_D","Pending",0
"3394","Dept_D","Pending",0
"3395","Dept_D","Pending",0
"3396","Dept_D","Pending",0
"3397","Dept_D","Pending",0
"3398","Dept_D","Pending",0
"3399","Dept_D","Pending",0
"3400","Dept_D","Pending",0
"3401","Dept_D","Pending",0
"3402","Dept_D","Pending",0
"3403","Dept_D","Pending",0
"3404","Dept_A","Pending",0
"3405","Dept_A","Pending",0
"3406","Dept_T","Pending",0
"3407","Dept_T","Pending",0
"3408","Dept_I","Pending",0
"3409","Dept_P","Pending",0
"3410","Dept_L","Pending",0
"3411","Dept_E","Pending",0
"3412","Dept_Y","Pending",0
"3413","Dept_R","Pending",-2871.78
"3414","Dept_R","Pending",2871.78
"3415","Dept_R","Pending",-2871.78
"3416","Dept_H","Pending",0
"3417","Dept_C","Pending",0
"3418","Dept_C","Pending",0
"3419","Dept_A","Pending",0
"3420","Dept_A","Pending",0
"3421","Dept_A","Pending",0
"3422","Dept_A","Pending",0
"3423","Dept_A","Pending",0
"3424","Dept_A","Pending",0
"3425","Dept_A","Pending",0
"3426","Dept_A","Pending",0
"3427","Dept_A","Pending",0
"3428","Dept_L","Pending",0
"3429","Dept_L","Pending",0
"3430","Dept_L","Pending",0
"3431","Dept_Y","Pending",0
"3432","Dept_L","Pending",0
"3433","Dept_W","Pending",0
